State,Agency type,Agency name,Race,Religion,"Sexual
orientation",Ethnicity,Disability,"1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Michigan,,Huntington Woods,1,1,0,0,0,1,0,1,0,"6,285"
Michigan,,Inkster,0,1,0,0,1,1,0,1,0,"25,129"
Michigan,,Ironwood,0,0,0,1,0,0,1,0,0,"5,339"
Michigan,,Jackson,2,1,2,1,0,1,3,1,1,"33,449"
Michigan,,Keego Harbor,1,0,1,0,0,1,0,1,0,"2,992"
Michigan,,Kentwood,1,0,0,0,0,0,1,0,0,"49,220"
Michigan,,Lansing,3,1,1,0,0,1,2,1,1,"114,688"
Michigan,,Lawton,1,0,0,0,0,0,1,0,0,"1,897"
Michigan,,Livonia,7,2,1,2,0,4,2,1,5,"96,028"
Michigan,,Manistique,0,0,0,1,0,1,0,0,0,"3,100"
Michigan,,Marlette,0,0,3,0,0,2,1,0,0,"1,855"
Michigan,,Marysville,1,0,0,0,0,0,1,0,0,"9,881"
Michigan,,Mattawan,1,0,0,0,0,0,0,1,0,"1,994"
Michigan,,Meridian Township,1,0,1,2,0,2,0,2,0,"39,824"
Michigan,,Midland,1,0,1,0,0,0,0,2,0,"42,106"
Michigan,,Monroe,5,0,0,0,0,0,3,1,1,"20,687"
Michigan,,Morenci,0,1,0,1,0,0,1,1,0,"2,211"
Michigan,,Mount Morris,1,0,0,0,0,0,0,1,0,"3,061"
Michigan,,Mount Morris Township,1,0,0,0,0,0,0,0,1,"21,326"
Michigan,,Mundy Township,2,0,0,0,0,2,0,0,0,"14,960"
Michigan,,Muskegon,3,0,0,0,0,1,1,1,0,"38,253"
Michigan,,Muskegon Heights,1,0,0,0,0,0,1,0,0,"10,806"
Michigan,,New Haven,1,0,0,0,0,0,1,0,0,"4,650"
Michigan,,Northfield Township,0,0,1,0,0,0,0,1,0,"8,329"
Michigan,,Northville,0,1,0,0,0,1,0,0,0,"5,968"
Michigan,,Northville Township,1,1,0,0,0,1,0,1,0,"28,224"
Michigan,,Norton Shores,2,0,0,1,0,1,1,1,0,"23,884"
Michigan,,Novi,1,0,0,0,0,0,1,0,0,"55,623"
Michigan,,Oakley,0,0,0,1,0,0,1,0,0,287
Michigan,,Oak Park,1,0,1,0,0,1,0,0,1,"29,532"
Michigan,,Orchard Lake,1,1,0,0,0,0,1,1,0,"2,391"
Michigan,,Oscoda Township,1,0,0,0,0,0,0,1,0,"6,907"
Michigan,,Owosso,1,0,0,0,0,0,0,1,0,"15,035"
Michigan,,Pittsfield Township,3,0,0,0,0,1,1,1,0,"35,020"
Michigan,,Plymouth Township,0,1,0,0,0,0,0,1,0,"27,262"
Michigan,,Portage,1,0,0,0,0,1,0,0,0,"46,658"
Michigan,,Port Huron,1,0,0,0,0,1,0,0,0,"29,950"
Michigan,,Redford Township,0,0,0,1,0,0,0,1,0,"47,903"
Michigan,,Richmond,2,0,0,0,0,1,1,0,0,"5,747"
Michigan,,Rochester,1,0,0,0,0,1,0,0,0,"12,802"
Michigan,,Rockford,1,0,0,0,0,0,1,0,0,"5,779"
Michigan,,Roseville,4,0,0,1,0,3,1,0,1,"47,400"
Michigan,,Royal Oak,3,0,2,2,0,1,2,2,2,"57,649"
Michigan,,Saginaw,2,0,1,0,0,1,0,2,0,"51,267"
Michigan,,Saginaw Township,1,0,1,0,0,1,0,0,1,"40,642"
Michigan,,Saline,1,0,0,0,0,0,0,0,1,"8,899"
Michigan,,Saugatuck-Douglas,1,0,0,0,0,0,0,1,0,"2,156"
Michigan,,Shelby Township,3,1,0,0,1,2,2,1,0,"73,960"
Michigan,,Shepherd,0,0,1,0,0,1,0,0,0,"1,524"
Michigan,,Southfield,8,6,0,0,0,3,2,6,3,"72,253"
Michigan,,South Lyon,1,0,0,0,0,1,0,0,0,"11,408"
Michigan,,Sparta,1,0,0,0,0,0,0,0,1,"4,183"
Michigan,,Spring Lake-Ferrysburg,1,0,0,0,0,0,1,0,0,"5,269"
Michigan,,St. Charles,0,0,0,1,0,1,0,0,0,"2,043"
Michigan,,St. Clair,1,0,0,0,0,0,0,0,1,"5,442"
Michigan,,St. Clair Shores,3,1,0,0,0,0,2,2,0,"59,841"
Michigan,,Sterling Heights,4,0,0,0,0,2,2,0,0,"129,974"
Michigan,,Swartz Creek,1,0,0,0,0,1,0,0,0,"5,712"
Michigan,,Taylor,4,0,0,1,0,1,3,1,0,"62,534"
Michigan,,Thomas Township,0,0,1,0,0,0,0,1,0,"11,927"
Michigan,,Three Rivers,1,0,0,0,0,0,1,0,0,"7,797"
Michigan,,Tittabawassee Township,0,0,1,0,0,0,0,0,1,"9,688"
Michigan,,Trenton,2,0,0,0,0,0,0,1,1,"18,676"
Michigan,,Troy,3,0,1,1,0,3,1,0,1,"81,567"
Michigan,,Utica,1,0,0,0,0,0,0,0,1,"4,766"
Michigan,,Van Buren Township,1,1,0,0,0,0,1,1,0,"28,548"
Michigan,,Vicksburg,2,0,0,0,0,0,1,1,0,"2,929"
Michigan,,Walled Lake,1,0,1,0,0,1,0,1,0,"7,049"
Michigan,,Warren,15,0,1,3,0,4,6,5,4,"134,340"
Michigan,,Waterford Township,0,2,0,0,1,0,1,0,2,"72,224"
Michigan,,Wayne,2,0,0,2,0,0,1,2,1,"17,427"
Michigan,,West Bloomfield Township,1,3,0,3,0,2,2,2,1,"65,157"
Michigan,,Westland,4,1,0,0,0,1,2,0,2,"83,299"
Michigan,,White Cloud,0,0,1,0,0,0,0,0,1,"1,407"
Michigan,,White Lake Township,0,0,2,0,0,0,2,0,0,"30,236"
Michigan,,Woodhaven,1,0,0,0,0,0,0,1,0,"12,752"
Michigan,,Wyoming,3,0,1,1,0,1,2,1,1,"72,886"
Michigan,,Ypsilanti,2,0,2,0,0,0,1,1,2,"19,610"
Michigan,Universities and Colleges,,4,2,4,2,0,,,,,
Michigan,,Eastern Michigan University,1,0,0,0,0,0,0,0,1,"23,419"
Michigan,,Michigan State University,1,1,1,1,0,2,1,0,1,"47,825"
Michigan,,Oakland University,0,1,0,0,0,1,0,0,0,"19,379"
Michigan,,Saginaw Valley State University,1,0,0,0,0,0,1,0,0,"10,790"
Michigan,,"University of Michigan, Ann Arbor",1,0,2,1,0,1,2,0,1,"42,716"
Michigan,,Western Michigan University,0,0,1,0,0,1,0,0,0,"25,086"
Michigan,Metropolitan Counties,,142,8,5,9,2,,,,,
Michigan,,Berrien,0,0,0,1,0,0,0,1,0,
Michigan,,Calhoun,2,0,0,0,0,1,0,0,1,
Michigan,,Eaton,1,0,0,0,0,0,1,0,0,
Michigan,,Genesee,0,4,0,0,0,2,0,0,2,
Michigan,,Jackson,1,0,1,0,0,1,1,0,0,
Michigan,,Kalamazoo,1,0,0,0,0,1,0,0,0,
Michigan,,Kent,2,0,0,2,1,0,0,0,5,
Michigan,,Macomb,11,1,0,1,0,4,5,2,2,
Michigan,,Monroe,7,0,0,0,0,3,0,2,2,
Michigan,,Oakland,106,2,4,5,1,27,47,38,6,
Michigan,,Ottawa,3,0,0,0,0,1,1,0,1,
Michigan,,St. Clair,1,0,0,0,0,1,0,0,0,
Michigan,,Van Buren,2,0,0,0,0,1,0,0,1,
Michigan,,Washtenaw,5,1,0,0,0,2,1,1,2,
Michigan,Nonmetropolitan Counties,,8,2,1,2,0,,,,,
Michigan,,Allegan,2,0,1,0,0,1,1,0,1,
Michigan,,Branch,0,0,0,1,0,1,0,0,0,
Michigan,,Chippewa,1,0,0,0,0,0,1,0,0,
Michigan,,Grand Traverse,1,1,0,1,0,1,0,1,1,
Michigan,,Leelanau,1,0,0,0,0,0,0,1,0,
Michigan,,Mecosta,1,1,0,0,0,0,0,1,1,
Michigan,,Osceola,2,0,0,0,0,0,0,1,1,
Michigan,State Police Agencies,,0,1,0,0,0,,,,,
Michigan,,"State Police, Huron County",0,1,0,0,0,0,0,1,0,
Michigan,Other Agencies,,1,0,0,0,0,,,,,
Michigan,,"Huron-Clinton Metropolitan Authority, Kensington Metropark",1,0,0,0,0,0,0,1,0,
Minnesota,Total,,40,11,12,9,0,,,,,
Minnesota,Cities,,37,10,10,8,0,,,,,
Minnesota,,Bemidji,1,0,0,0,0,1,,,,"13,745"
Minnesota,,Blaine,3,1,0,0,0,1,3,,,"57,953"
Minnesota,,Brooklyn Park,1,0,1,1,0,2,1,,,"77,346"
Minnesota,,Elk River,2,0,0,0,0,2,,,,"23,335"
Minnesota,,Eveleth,1,0,0,0,0,0,1,,,"3,742"
Minnesota,,Inver Grove Heights,0,1,0,0,0,1,,,,"34,394"
Minnesota,,Mankato,4,0,0,1,0,3,2,,,"39,782"
Minnesota,,Maplewood,0,1,0,0,0,1,,,,"38,719"
Minnesota,,Minneapolis,10,1,7,4,0,8,14,,,"390,240"
Minnesota,,Minnetonka,0,1,0,0,0,0,1,0,,"50,758"
Minnesota,,Minnetrista,1,0,0,0,0,0,1,,,"8,846"
Minnesota,,Moorhead,1,0,0,0,0,1,,,,"38,813"
Minnesota,,New Hope,1,0,0,0,0,1,0,0,,"20,748"
Minnesota,,Red Wing,1,0,0,0,0,0,1,,,"16,578"
Minnesota,,Richfield,1,0,0,1,0,1,1,0,,"35,953"
Minnesota,,Rochester,2,1,1,0,0,1,3,,,"108,582"
Minnesota,,Roseville,1,0,0,0,0,0,1,,,"34,276"
Minnesota,,Shakopee,0,1,0,0,0,0,1,,,"38,057"
Minnesota,,St. Cloud,1,0,1,0,0,1,1,,,"66,593"
Minnesota,,St. Louis Park,0,2,0,0,0,,2,,,"46,176"
Minnesota,,St. Paul,6,1,0,1,0,3,5,,,"290,700"
Minnesota,Metropolitan Counties,,1,1,1,1,0,,,,,
Minnesota,,Chisago,1,0,0,0,0,0,1,,,
Minnesota,,Le Sueur,0,0,1,0,0,1,,,,
Minnesota,,Mille Lacs,0,1,0,0,0,,1,,,
Minnesota,,Olmsted,0,0,0,1,0,1,,,,
Minnesota,Nonmetropolitan Counties,,2,0,1,0,0,,,,,
Minnesota,,Beltrami,2,0,0,0,0,1,1,,,
Minnesota,,Cass,0,0,1,0,0,1,,,,
Mississippi,Total,,5,0,1,12,0,,,,,
Mississippi,Cities,,4,0,1,12,0,,,,,
Mississippi,,Biloxi,3,0,0,0,0,0,1,0,2,"45,037"
Mississippi,,Gulfport,1,0,1,12,0,3,3,6,2,"69,369"
Mississippi,Universities and Colleges,,1,0,0,0,0,,,,,
Mississippi,,"University of Mississippi, Oxford",1,0,0,0,0,0,0,0,1,"18,224"
Missouri,Total,,66,10,22,4,2,,,,,
Missouri,Cities,,61,9,22,3,1,,,,,
Missouri,,Belton,1,0,0,0,0,0,1,0,0,"23,295"
Missouri,,Columbia,1,0,0,0,0,0,1,0,0,"110,646"
Missouri,,Creve Coeur,0,2,0,0,0,0,0,2,0,"17,863"
Missouri,,Crocker,0,0,1,0,0,1,0,0,0,"1,136"
Missouri,,De Soto,1,0,0,0,0,0,0,1,0,"6,433"
Missouri,,Edmundson,1,0,0,0,0,1,0,0,0,836
Missouri,,Gladstone,0,0,1,0,0,0,0,1,0,"25,832"
Missouri,,Grain Valley,1,0,0,0,0,0,0,1,0,"12,922"
Missouri,,Independence,5,0,1,0,0,2,2,,2,"117,433"
Missouri,,Kansas City,29,6,12,2,0,12,14,16,7,"464,073"
Missouri,,Lee's Summit,5,0,0,0,0,,3,1,1,"91,840"
Missouri,,Macon,1,0,0,0,0,0,1,0,0,"5,490"
Missouri,,Milan,1,0,0,0,0,0,0,1,0,"1,948"
Missouri,,Overland,1,0,0,0,0,1,0,0,,"16,089"
Missouri,,Peculiar,1,0,0,0,0,1,0,0,0,"4,645"
Missouri,,Raytown,2,0,0,0,0,0,1,1,0,"29,678"
Missouri,,Rolla,4,0,4,0,0,1,0,1,6,"19,543"
Missouri,,Smithville,0,0,0,1,0,0,0,1,0,"8,563"
Missouri,,Springfield,1,0,0,0,0,0,0,1,,"160,962"
Missouri,,St. Charles,1,0,0,0,1,0,0,0,2,"66,723"
Missouri,,St. Louis,2,1,3,0,0,0,5,1,0,"318,667"
Missouri,,St. Peters,3,0,0,0,0,1,1,1,0,"53,364"
Missouri,Universities and Colleges,,2,0,0,0,0,,,,,
Missouri,,University of Missouri:,,,,,,,,,,
Missouri,,Columbia,1,0,0,0,0,1,0,0,0,"33,762"
Missouri,,Kansas City,1,0,0,0,0,1,0,0,0,"15,473"
Missouri,Metropolitan Counties,,3,1,0,1,0,,,,,
Missouri,,Greene,0,0,0,1,0,1,0,0,0,
Missouri,,Jasper,0,1,0,0,0,0,0,1,0,
Missouri,,St. Louis County Police Department,2,0,0,0,0,1,0,0,1,
Missouri,,Warren,1,0,0,0,0,1,0,0,0,
Missouri,Nonmetropolitan Counties,,0,0,0,0,1,,,,,
Missouri,,Stone,0,0,0,0,1,1,0,0,0,
Montana,Total,,13,7,8,4,4,,,,,
Montana,Cities,,7,2,6,2,1,,,,,
Montana,,Billings,4,1,1,2,0,1,4,1,2,"106,371"
Montana,,Colstrip,0,0,0,0,1,0,0,0,1,"2,264"
Montana,,Helena,1,0,1,0,0,0,0,1,1,"28,791"
Montana,,Missoula,1,1,4,0,0,1,2,2,1,"67,758"
Montana,,Polson,1,0,0,0,0,0,1,0,0,"4,555"
Montana,Metropolitan Counties,,3,4,2,1,0,,,,,
Montana,,Carbon,0,0,1,0,0,0,0,1,0,
Montana,,Cascade,1,0,0,0,0,1,0,0,0,
Montana,,Golden Valley,0,0,0,1,0,0,1,0,0,
Montana,,Missoula,2,4,1,0,0,0,1,3,3,
Montana,Nonmetropolitan Counties,,3,1,0,1,3,,,,,
Montana,,Big Horn,0,0,0,1,0,0,0,0,1,
Montana,,Flathead,0,1,0,0,0,0,0,1,0,
Montana,,Lewis and Clark,2,0,0,0,3,2,0,1,2,
Montana,,Silver Bow,1,0,0,0,0,0,1,0,0,
Nebraska,Total,,7,1,0,1,0,,,,,
Nebraska,Cities,,4,1,0,1,0,,,,,
Nebraska,,Fremont,1,0,0,1,0,1,1,0,0,"26,641"
Nebraska,,Kearney,2,1,0,0,0,0,1,2,0,"31,392"
Nebraska,,North Platte,1,0,0,0,0,1,0,0,0,"24,806"
Nebraska,Nonmetropolitan Counties,,3,0,0,0,0,,,,,
Nebraska,,Buffalo,2,0,0,0,0,0,1,1,0,
Nebraska,,Keith,1,0,0,0,0,0,0,1,0,
Nevada,Total,,35,11,23,22,0,, ,,,
Nevada,Cities,,35,11,23,22,0,,,,,
Nevada,,Henderson,3,0,0,0,0,1,1,,1,"263,469"
Nevada,,Las Vegas Metropolitan Police Department,29,9,19,16,0,27,18,12,16,"1,479,393"
Nevada,,North Las Vegas,3,2,2,3,0,1,2,6,1,"221,884"
Nevada,,Reno,0,0,2,3,0,,2,1,2,"230,486"
New Hampshire,Total,,16,7,4,2,0,,,,,
New Hampshire,Cities,,15,7,3,2,0,,,,,
New Hampshire,,Belmont,1,0,0,0,0,0,0,0,1,"7,385"
New Hampshire,,Bristol,0,2,0,0,0,0,0,2,0,"3,053"
New Hampshire,,Concord,1,0,0,1,0,0,1,0,1,"42,815"
New Hampshire,,Dover,0,1,0,0,0,0,0,1,0,"30,226"
New Hampshire,,Dunbarton,1,0,0,0,0,0,1,0,0,"2,766"
New Hampshire,,Durham,1,0,1,0,0,1,0,1,0,"14,712"
New Hampshire,,Epping,1,0,0,0,0,1,0,0,0,"6,443"
New Hampshire,,Hooksett,1,0,0,0,0,0,0,1,0,"13,489"
New Hampshire,,Hudson,0,2,0,0,0,1,1,0,0,"24,574"
New Hampshire,,Kingston,0,0,1,0,0,1,0,0,0,"6,058"
New Hampshire,,Lancaster,0,0,0,1,0,0,0,0,1,"3,476"
New Hampshire,,Lebanon,1,0,0,0,0,0,0,1,0,"13,145"
New Hampshire,,Lincoln,1,0,0,0,0,0,1,0,0,"1,661"
New Hampshire,,Manchester,1,1,0,0,0,0,1,0,1,"110,040"
New Hampshire,,Marlborough,0,0,1,0,0,0,0,1,0,"2,060"
New Hampshire,,Merrimack,2,0,0,0,0,0,1,1,0,"25,606"
New Hampshire,,Milton,1,0,0,0,0,1,0,0,0,"4,636"
New Hampshire,,Pembroke,0,1,0,0,0,0,1,0,0,"7,137"
New Hampshire,,Rochester,3,0,0,0,0,0,2,0,1,"29,992"
New Hampshire,Universities and Colleges,,0,0,1,0,0,,,,,
New Hampshire,,University of New Hampshire,0,0,1,0,0,1,0,0,0,"15,128"
New Hampshire,Nonmetropolitan Counties,,1,0,0,0,0,,,,,
New Hampshire,,Carroll,1,0,0,0,0,0,0,1,0,
New Jersey,Total,,195,189,74,44,3,,,,,
New Jersey,Cities,,195,189,74,44,3,,,,,
New Jersey,,Aberdeen Township,1,0,0,0,0,0,0,1,0,"18,319"
New Jersey,,Allendale,0,1,0,0,0,0,0,0,1,"6,580"
New Jersey,,Barnegat Township,1,2,1,0,0,1,2,1,0,"21,141"
New Jersey,,Bayonne,1,0,0,0,0,0,0,1,0,"64,036"
New Jersey,,Bedminster Township,1,0,0,0,0,0,1,0,0,"8,242"
New Jersey,,Belmar,0,1,0,0,0,0,0,1,0,"5,829"
New Jersey,,Bergenfield,0,1,0,0,0,0,0,0,1,"27,072"
New Jersey,,Bernards Township,1,0,0,1,0,0,1,0,1,"26,903"
New Jersey,,Bradley Beach,0,0,1,0,0,0,0,1,0,"4,323"
New Jersey,,Brick Township,0,1,0,0,0,0,1,0,0,"75,809"
New Jersey,,Bridgeton,0,0,0,1,0,0,1,0,0,"25,378"
New Jersey,,Camden ,1,0,3,0,0,0,1,2,1,"77,665"
New Jersey,,Carney's Point Township,0,1,0,0,0,1,0,0,0,"8,068"
New Jersey,,Clinton Township,0,1,0,0,0,0,0,1,0,"13,514"
New Jersey,,Colts Neck Township,1,2,0,0,0,0,0,1,2,"10,201"
New Jersey,,Cranbury Township,1,2,0,0,0,1,1,1,0,"3,897"
New Jersey,,Cranford Township,0,1,0,0,0,0,1,0,0,"22,864"
New Jersey,,Delanco Township,2,0,0,0,0,1,0,1,0,"4,312"
New Jersey,,Eastampton Township,1,0,0,0,0,0,1,0,0,"6,109"
New Jersey,,East Brunswick Township,1,2,2,0,0,4,1,0,0,"48,009"
New Jersey,,East Greenwich Township,2,0,0,0,0,0,0,1,1,"9,630"
New Jersey,,East Hanover Township,1,2,0,0,0,0,1,2,0,"11,274"
New Jersey,,East Orange,1,0,0,0,0,0,0,1,0,"64,682"
New Jersey,,East Windsor Township,1,1,0,0,0,0,0,1,1,"27,389"
New Jersey,,Edison Township,3,2,0,1,0,2,2,1,1,"101,007"
New Jersey,,Egg Harbor City,1,0,0,0,0,0,0,1,0,"4,261"
New Jersey,,Egg Harbor Township,3,2,0,0,0,1,0,3,1,"43,501"
New Jersey,,Elmwood Park,2,0,0,0,0,1,0,1,0,"19,627"
New Jersey,,Evesham Township,7,3,2,0,0,2,1,4,5,"45,849"
New Jersey,,Ewing Township,4,1,1,0,0,2,2,0,2,"36,388"
New Jersey,,Fair Lawn,0,5,0,0,0,4,0,0,1,"32,830"
New Jersey,,Florence Township,0,1,0,0,0,1,0,0,0,"12,192"
New Jersey,,Fort Lee,0,1,1,0,0,0,1,0,1,"35,754"
New Jersey,,Franklin Lakes,0,1,0,1,0,0,0,1,1,"10,712"
New Jersey,,"Franklin Township, Gloucester County",1,0,0,0,0,0,1,0,0,"16,952"
New Jersey,,Freehold,2,1,1,0,0,2,1,1,0,"12,122"
New Jersey,,Freehold Township,1,4,0,1,0,2,3,1,0,"36,397"
New Jersey,,Galloway Township,3,2,2,1,0,4,2,0,2,"37,506"
New Jersey,,Gibbsboro,1,0,0,0,0,1,0,0,0,"2,283"
New Jersey,,Glassboro,0,2,0,0,0,0,0,0,2,"18,718"
New Jersey,,Glen Ridge,0,1,0,0,0,0,1,0,0,"7,576"
New Jersey,,Glen Rock,1,0,0,0,0,1,0,0,0,"11,734"
New Jersey,,Green Brook Township,0,1,0,0,0,1,0,0,0,"7,270"
New Jersey,,Guttenberg,1,0,0,0,0,0,0,1,0,"11,355"
New Jersey,,Haddonfield,0,1,0,0,0,0,0,0,1,"11,639"
New Jersey,,Haddon Township,2,0,0,0,0,0,2,0,0,"14,766"
New Jersey,,"Hamilton Township, Mercer County",1,0,0,0,0,0,0,1,0,"89,111"
New Jersey,,Hammonton,1,1,0,0,0,2,0,0,0,"14,852"
New Jersey,,Hardyston Township,0,1,0,0,0,0,0,0,1,"8,212"
New Jersey,,Harrison,1,0,0,0,0,1,0,0,0,"13,841"
New Jersey,,Harrison Township,2,0,1,0,0,0,1,1,1,"12,514"
New Jersey,,Hawthorne,0,1,1,0,0,0,2,0,0,"18,914"
New Jersey,,Highland Park,6,3,4,2,0,10,2,1,2,"14,129"
New Jersey,,Highlands,1,0,0,0,0,0,0,1,0,"5,035"
New Jersey,,Hightstown,1,1,0,0,0,1,1,0,0,"5,533"
New Jersey,,Hillsborough Township,1,1,0,0,0,1,0,0,1,"38,665"
New Jersey,,Hillside Township,0,1,0,0,0,0,0,1,0,"21,630"
New Jersey,,Hoboken,4,1,4,0,0,4,3,1,1,"50,794"
New Jersey,,Howell Township,4,10,0,1,0,5,5,1,4,"51,379"
New Jersey,,Jackson Township,1,0,0,0,0,1,0,0,0,"55,400"
New Jersey,,Jamesburg,0,1,0,0,0,1,0,0,0,"5,977"
New Jersey,,Jefferson Township,1,0,0,0,0,1,0,0,0,"21,539"
New Jersey,,Jersey City,0,1,0,0,0,1,0,0,0,"251,554"
New Jersey,,Keansburg,7,0,3,1,0,2,7,2,0,"10,166"
New Jersey,,Kearny,3,1,1,1,0,2,3,1,0,"41,310"
New Jersey,,Lacey Township,1,2,1,0,0,0,1,2,1,"27,918"
New Jersey,,Lakewood Township,7,23,3,3,1,11,10,11,5,"93,742"
New Jersey,,Lincoln Park,0,0,0,1,0,1,0,0,0,"10,628"
New Jersey,,Linden,2,0,0,0,0,1,1,0,0,"40,926"
New Jersey,,Little Egg Harbor Township,4,0,0,0,0,1,2,0,1,"20,261"
New Jersey,,Little Falls Township,0,1,0,0,0,0,1,0,0,"14,520"
New Jersey,,Lodi,0,0,2,0,0,0,2,0,0,"24,415"
New Jersey,,Long Hill Township,0,1,0,0,0,0,0,0,1,"8,794"
New Jersey,,Lower Township,1,0,0,0,0,1,0,0,0,"22,819"
New Jersey,,Madison,1,0,0,0,0,1,0,0,0,"16,002"
New Jersey,,Manalapan Township,0,9,0,1,0,2,2,6,0,"39,105"
New Jersey,,Manasquan,4,0,0,0,0,1,2,0,1,"5,932"
New Jersey,,Manchester Township,0,3,0,1,0,0,1,2,1,"43,491"
New Jersey,,Maple Shade Township,1,0,1,1,0,0,0,2,1,"19,261"
New Jersey,,Margate City,0,1,0,0,0,0,0,1,0,"6,380"
New Jersey,,Marlboro Township,1,4,0,0,0,1,2,2,0,"40,430"
New Jersey,,Matawan,1,0,0,0,0,1,0,0,0,"8,862"
New Jersey,,Maywood,0,1,0,0,0,1,0,0,0,"9,665"
New Jersey,,Medford Township,3,7,2,2,0,9,2,0,3,"23,191"
New Jersey,,Middlesex,2,1,1,2,0,1,1,4,0,"13,778"
New Jersey,,Middletown Township,2,2,0,0,0,1,1,1,1,"66,919"
New Jersey,,"Monroe Township, Gloucester County",1,0,0,0,0,0,1,0,0,"36,410"
New Jersey,,"Monroe Township, Middlesex County",2,9,1,1,0,0,4,6,3,"39,539"
New Jersey,,Montclair,3,2,9,1,0,9,3,0,3,"37,912"
New Jersey,,Montgomery Township,3,0,2,0,0,1,2,2,0,"22,464"
New Jersey,,Moorestown Township,1,0,1,0,0,1,0,1,0,"20,868"
New Jersey,,Morris Township,0,1,0,0,0,0,1,0,0,"22,534"
New Jersey,,Mount Holly Township,0,0,1,0,0,0,1,0,0,"9,602"
New Jersey,,Mount Laurel Township,1,6,0,0,0,3,4,0,0,"42,150"
New Jersey,,Mount Olive Township,0,1,0,0,0,0,1,0,0,"28,412"
New Jersey,,Neptune Township,6,2,6,0,1,5,5,0,5,"28,101"
New Jersey,,Newark,1,3,1,0,0,1,0,1,3,"278,906"
New Jersey,,New Brunswick,6,4,5,0,0,6,3,4,2,"55,717"
New Jersey,,New Providence,1,0,0,0,0,0,0,1,0,"12,298"
New Jersey,,North Hanover Township,1,0,0,0,0,0,0,1,0,"7,730"
New Jersey,,North Plainfield,1,1,0,0,0,1,0,0,1,"22,143"
New Jersey,,North Wildwood,0,1,0,0,0,0,0,0,1,"4,033"
New Jersey,,Nutley Township,1,1,0,0,0,0,0,1,1,"28,554"
New Jersey,,Ocean Gate,1,0,0,0,0,0,0,0,1,"2,032"
New Jersey,,Old Bridge Township,3,1,0,0,0,2,0,2,0,"66,057"
New Jersey,,Palisades Park,0,2,0,0,0,2,0,0,0,"19,849"
New Jersey,,Palmyra,3,1,0,0,0,1,2,1,0,"7,447"
New Jersey,,Paramus,0,2,0,0,0,2,0,0,0,"26,638"
New Jersey,,Park Ridge,1,0,0,0,0,0,0,0,1,"8,744"
New Jersey,,Parsippany-Troy Hills Township,0,1,0,0,0,0,0,1,0,"53,793"
New Jersey,,Passaic,1,0,0,0,0,1,0,0,0,"70,237"
New Jersey,,Paulsboro,0,0,0,1,0,0,0,1,0,"6,143"
New Jersey,,Pemberton Township,2,0,0,0,0,1,0,0,1,"28,104"
New Jersey,,Pennsauken Township,1,0,0,0,0,0,1,0,0,"36,033"
New Jersey,,Phillipsburg,1,0,0,0,0,0,1,0,0,"14,973"
New Jersey,,Pine Hill,1,0,0,0,0,0,0,0,1,"10,273"
New Jersey,,Piscataway Township,1,1,1,0,0,0,1,2,0,"56,593"
New Jersey,,Point Pleasant,0,0,0,1,0,0,0,0,1,"18,572"
New Jersey,,Point Pleasant Beach,1,0,0,0,0,1,0,0,0,"4,711"
New Jersey,,Pompton Lakes,0,2,0,3,0,0,1,2,2,"11,169"
New Jersey,,Princeton Township,2,0,1,0,0,0,0,0,3,"16,384"
New Jersey,,Randolph Township,0,0,0,1,0,1,0,0,0,"26,004"
New Jersey,,Raritan,1,0,0,0,0,1,0,0,0,"6,945"
New Jersey,,Ridgewood,1,0,0,0,0,0,0,0,1,"25,244"
New Jersey,,Ringwood,1,1,0,0,0,1,1,0,0,"12,306"
New Jersey,,Riverside Township,2,1,1,1,0,2,2,0,1,"8,135"
New Jersey,,Robbinsville Township,2,1,0,0,0,0,1,2,0,"13,741"
New Jersey,,Runnemede,2,0,0,1,0,3,0,0,0,"8,504"
New Jersey,,Rutherford,0,1,0,0,0,1,0,0,0,"18,268"
New Jersey,,Saddle Brook Township,0,1,0,0,0,0,0,0,1,"13,816"
New Jersey,,Sayreville,0,1,0,0,0,1,0,0,0,"43,151"
New Jersey,,Sea Isle City,1,0,0,0,0,0,0,1,0,"2,109"
New Jersey,,Seaside Park,0,0,0,1,0,0,0,1,0,"1,595"
New Jersey,,Secaucus,1,0,1,0,0,0,1,1,0,"16,517"
New Jersey,,Somerville,1,0,0,0,0,0,1,0,0,"12,210"
New Jersey,,South Brunswick Township,3,1,0,0,1,2,3,0,0,"43,875"
New Jersey,,South Harrison Township,1,0,0,0,0,1,0,0,0,"3,188"
New Jersey,,South Orange,0,0,1,0,0,0,0,1,0,"16,301"
New Jersey,,South Plainfield,1,1,0,1,0,1,0,0,2,"23,629"
New Jersey,,Spotswood,0,0,0,1,0,0,0,0,1,"8,342"
New Jersey,,Stafford Township,0,2,1,0,0,2,0,1,0,"26,796"
New Jersey,,Teaneck Township,0,3,0,0,0,3,0,0,0,"40,230"
New Jersey,,Tenafly,1,0,0,0,0,0,1,0,0,"14,654"
New Jersey,,Tinton Falls,4,3,1,1,0,3,3,1,2,"17,999"
New Jersey,,Upper Saddle River,0,1,0,0,0,0,1,0,0,"8,304"
New Jersey,,Verona,1,1,0,0,0,0,0,1,1,"13,418"
New Jersey,,Washington,1,0,0,0,0,0,1,0,0,"6,472"
