State,Agency Type,Agency name,"Race/
Ethnicity/
Ancestry",Religion,"Sexual
orientation",Disability,Gender,"Gender
Identity","1st
quarter","2nd
quarter","3rd
quarter","4th
quarter",Population
Florida,,Orlando,3,1,1,0,0,0,,2,1,2,"277,719"
Florida,,Palm Bay,3,1,0,0,0,0,,2,1,1,"108,823"
Florida,,Pinellas Park,1,0,0,0,0,0,,,1,,"52,113"
Florida,,Southwest Ranches,1,1,0,0,0,0,1,,1,,"7,953"
Florida,,Sunrise,0,1,0,0,0,0,,1,,,"94,400"
Florida,,Tamarac,0,0,1,0,0,0,1,,,,"65,516"
Florida,,Tampa,2,0,1,0,0,0,,,2,1,"375,904"
Florida,,Temple Terrace,0,0,1,0,0,0,,,,1,"25,972"
Florida,,Titusville,0,1,0,0,0,0,1,,,,"45,723"
Florida,,West Palm Beach,0,1,0,0,0,0,,,1,,"108,074"
Florida,,West Park,1,0,0,0,0,0,1,,,,"15,285"
Florida,Universities and Colleges,,1,0,0,0,0,0,,,,,
Florida,,University of Florida,1,0,0,0,0,0,,,1,,"50,645"
Florida,Metropolitan Counties,,15,5,9,0,0,1,,,,,
Florida,,Brevard,1,0,2,0,0,0,,1,1,1,
Florida,,Charlotte,1,0,0,0,0,0,1,,,,
Florida,,Clay,2,0,0,0,0,0,1,,,1,
Florida,,Escambia,2,0,0,0,0,0,1,1,,,
Florida,,Hillsborough,1,0,0,0,0,0,,,1,,
Florida,,Lake,1,0,0,0,0,0,1,,,,
Florida,,Lee,1,0,1,0,0,0,2,,,,
Florida,,Miami-Dade,0,1,0,0,0,0,,1,,,
Florida,,Orange,0,1,1,0,0,1,2,,,1,
Florida,,Osceola,1,0,0,0,0,0,1,,,,
Florida,,Palm Beach,0,1,0,0,0,0,,,,1,
Florida,,Pasco,0,0,1,0,0,0,,,,1,
Florida,,Pinellas,1,0,1,0,0,0,,2,,,
Florida,,Seminole,0,1,0,0,0,0,,1,,,
Florida,,St. Johns,0,0,1,0,0,0,,,1,,
Florida,,St. Lucie,0,1,0,0,0,0,,,1,,
Florida,,Volusia,4,0,2,0,0,0,,2,1,3,
Georgia,Total,,25,2,12,0,0,0,,,,,
Georgia,Cities,,1,0,5,0,0,0,,,,,
Georgia,,Atlanta,0,0,5,0,0,0,1,4,0,0,"472,579"
Georgia,,Conyers,1,0,0,0,0,0,0,0,0,1,"16,004"
Georgia,Universities and Colleges,,1,0,0,0,0,0,,,,,
Georgia,,University of Georgia,1,0,0,0,0,0,1,0,0,0,"36,130"
Georgia,Metropolitan Counties,,23,2,7,0,0,0,,,,,
Georgia,,Cobb County Police Department,19,2,4,0,0,0,6,7,12,0,
Georgia,,Fulton County Police Department,0,0,1,0,0,0,0,1,0,0,
Georgia,,Gwinnett County Police Department,4,0,2,0,0,0,2,1,3,0,
Idaho,Total,,16,7,4,0,0,0,,,,,
Idaho,Cities,,13,6,3,0,0,0,,,,,
Idaho,,Blackfoot,0,0,1,0,0,0,0,0,1,0,"11,700"
Idaho,,Boise,0,2,1,0,0,0,1,1,1,0,"220,749"
Idaho,,Chubbuck,1,0,0,0,0,0,0,0,0,1,"14,515"
Idaho,,Coeur d'Alene,3,2,0,0,0,0,0,3,1,1,"50,155"
Idaho,,Meridian,1,1,0,0,0,0,0,0,0,2,"94,113"
Idaho,,Moscow,0,0,1,0,0,0,0,0,0,1,"25,307"
Idaho,,Mountain Home,1,0,0,0,0,0,0,0,0,1,"13,627"
Idaho,,Nampa,2,0,0,0,0,0,0,1,1,0,"91,520"
Idaho,,Payette,0,1,0,0,0,0,0,0,1,0,"7,360"
Idaho,,Pocatello,3,0,0,0,0,0,1,2,0,0,"54,462"
Idaho,,Twin Falls,2,0,0,0,0,0,0,2,0,0,"48,083"
Idaho,Metropolitan Counties,,2,1,1,0,0,0,,,,,
Idaho,,Ada,0,1,0,0,0,0,1,0,0,0,
Idaho,,Canyon,2,0,1,0,0,0,0,2,1,0,
Idaho,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
Idaho,,Benewah,1,0,0,0,0,0,1,0,0,0,
Illinois,Total,,73,13,21,0,1,3,,,,,
Illinois,Cities,,71,12,20,0,0,3,,,,,
Illinois,,Algonquin,2,0,0,0,0,0,0,1,1,0,"30,673"
Illinois,,Aurora,3,0,0,0,0,0,0,1,0,2,"201,159"
Illinois,,Berwyn,3,0,0,0,0,0,0,0,1,2,"56,305"
Illinois,,Bradley,3,0,0,0,0,0,,1,1,1,"15,561"
Illinois,,Braidwood,1,0,0,0,0,0,0,0,1,0,"6,160"
Illinois,,Centralia,1,0,0,0,0,0,0,0,0,1,"12,580"
Illinois,,Champaign,1,0,1,0,0,0,0,0,1,1,"87,071"
Illinois,,Charleston,1,0,0,0,0,0,0,0,1,0,"21,067"
Illinois,,Chicago,26,9,14,0,0,2,5,19,10,17,"2,725,153"
Illinois,,Collinsville,1,0,0,0,0,0,0,0,0,1,"24,599"
Illinois,,Crete,0,0,1,0,0,0,0,0,0,1,"8,171"
Illinois,,Crystal Lake,1,0,0,0,0,0,1,0,0,0,"40,374"
Illinois,,De Kalb,1,0,0,0,0,0,0,0,1,0,"43,034"
Illinois,,Downers Grove,1,0,0,0,0,0,0,0,1,0,"49,894"
Illinois,,Effingham,1,1,0,0,0,0,0,0,0,2,"12,660"
Illinois,,Elk Grove Village,1,0,0,0,0,0,0,1,0,0,"33,255"
Illinois,,Flossmoor,1,0,0,0,0,0,0,0,1,0,"9,479"
Illinois,,Glenwood,1,0,0,0,0,0,0,0,1,0,"8,996"
Illinois,,Grayslake,1,0,0,0,0,0,1,0,0,0,"20,916"
Illinois,,Homewood,1,0,0,0,0,0,1,0,0,0,"19,379"
Illinois,,Joliet,1,0,1,0,0,0,0,0,1,1,"147,886"
Illinois,,Mokena,1,0,0,0,0,0,0,0,0,1,"20,156"
Illinois,,Monmouth,1,0,0,0,0,0,0,1,0,0,"9,261"
Illinois,,Morrison,0,0,1,0,0,0,0,1,0,0,"4,137"
Illinois,,New Lenox,1,0,0,0,0,0,0,0,0,1,"26,085"
Illinois,,Normal,3,0,0,0,0,0,,0,2,1,"54,727"
Illinois,,Oak Lawn,1,0,0,0,0,0,1,0,0,0,"56,791"
Illinois,,Pekin,1,0,0,0,0,0,0,0,0,1,"33,052"
Illinois,,Peoria,1,0,0,0,0,0,1,0,0,0,"115,099"
Illinois,,Plainfield,1,1,0,0,0,0,0,0,0,2,"43,063"
Illinois,,Robinson,1,0,0,0,0,0,0,0,1,0,"7,616"
Illinois,,Rockford,3,0,2,0,0,0,1,2,1,1,"147,363"
Illinois,,Salem,1,0,0,0,0,0,0,1,0,0,"7,249"
Illinois,,Springfield,2,0,0,0,0,0,0,1,1,0,"116,563"
Illinois,,Urbana,0,1,0,0,0,0,0,0,0,1,"42,461"
Illinois,,West Chicago,1,0,0,0,0,0,0,0,1,0,"27,490"
Illinois,,Wheeling,0,0,0,0,0,1,1,0,0,0,"38,158"
Illinois,,Woodstock,1,0,0,0,0,0,0,0,0,1,"25,259"
Illinois,Universities and Colleges,,1,0,0,0,0,0,,,,,
Illinois,,"Southern Illinois University, Carbondale",1,0,0,0,0,0,0,0,1,0,"17,292"
Illinois,Metropolitan Counties,,1,1,1,0,1,0,,,,,
Illinois,,Champaign,0,1,0,0,1,0,0,1,1,0,
Illinois,,Sangamon,1,0,0,0,0,0,0,0,0,1,
Illinois,,Will,0,0,1,0,0,0,0,1,0,0,
Indiana,Total,,52,11,14,0,1,0,,,,,
Indiana,Cities,,42,5,11,0,0,0,,,,,
Indiana,,Anderson,0,0,1,0,0,0,,1,,,"55,134"
Indiana,,Bloomington,7,0,2,0,0,0,3,1,1,4,"84,772"
Indiana,,Fort Wayne,2,0,2,0,0,0,1,1,1,1,"261,642"
Indiana,,Indianapolis,20,3,5,0,0,0,5,11,8,4,"866,351"
Indiana,,La Porte,2,0,0,0,0,0,,2,,,"21,891"
Indiana,,Muncie,1,0,0,0,0,0,0,0,1,0,"70,065"
Indiana,,Munster,0,1,0,0,0,0,1,,,,"22,865"
Indiana,,Plainfield,0,1,0,0,0,0,1,0,0,,"31,198"
Indiana,,South Bend,10,0,0,0,0,0,3,2,5,0,"101,621"
Indiana,,Westville,0,0,1,0,0,0,,,1,,"5,641"
Indiana,Universities and Colleges,,3,0,2,0,0,0,,,,,
Indiana,,Ball State University,1,0,0,0,0,0,,,,1,"21,196"
Indiana,,"Indiana University, Indianapolis",1,0,0,0,0,0,,1,,,"30,105"
Indiana,,Purdue University,1,0,2,0,0,0,1,1,0,1,"40,472"
Indiana,Metropolitan Counties,,1,0,1,0,0,0,,,,,
Indiana,,Brown,0,0,1,0,0,0,,,,1,
Indiana,,Porter,1,0,0,0,0,0,,,1,,
Indiana,Nonmetropolitan Counties,,0,0,0,0,1,0,,,,,
Indiana,,Dubois,0,0,0,0,1,0,1,,,,
Indiana,State Police Agencies,,6,6,0,0,0,0,,,,,
Indiana,,Indiana State Police ,3,0,0,0,0,0,,,2,1,
Indiana,,State Police:,,,,,,,,,,,
Indiana,,Daviess County,0,1,0,0,0,0,0,0,0,1,
Indiana,,Marion County,1,1,0,0,0,0,0,1,0,1,
Indiana,,Monroe County,0,2,0,0,0,0,2,0,0,0,
Indiana,,Putnam County,1,0,0,0,0,0,0,0,1,0,
Indiana,,Scott County,1,0,0,0,0,0,0,1,0,0,
Indiana,,Vanderburgh County,0,1,0,0,0,0,0,0,1,0,
Indiana,,Washington County,0,1,0,0,0,0,0,1,0,0,
Iowa,Total,,13,2,2,0,0,0,,,,,
Iowa,Cities,,10,2,1,0,0,0,,,,,
Iowa,,Boone,1,0,0,0,0,0,0,0,1,0,"12,702"
Iowa,,Clinton,0,1,0,0,0,0,0,0,0,1,"25,906"
Iowa,,Des Moines,2,1,0,0,0,0,0,1,1,1,"211,501"
Iowa,,Dubuque,1,0,0,0,0,0,0,1,0,0,"59,026"
Iowa,,Iowa City,3,0,0,0,0,0,1,0,0,2,"75,527"
Iowa,,Newton,1,0,0,0,0,0,0,0,1,0,"15,102"
Iowa,,North Liberty,1,0,0,0,0,0,0,0,1,0,"16,458"
Iowa,,Oskaloosa,1,0,0,0,0,0,0,0,1,0,"11,626"
Iowa,,West Des Moines,0,0,1,0,0,0,0,0,0,1,"65,631"
Iowa,Universities and Colleges,,3,0,0,0,0,0,,,,,
Iowa,,Iowa State University,1,0,0,0,0,0,0,0,0,1,"35,714"
Iowa,,University of Iowa,2,0,0,0,0,0,0,0,0,2,"30,844"
Iowa,Metropolitan Counties,,0,0,1,0,0,0,,,,,
Iowa,,Linn,0,0,1,0,0,0,0,1,0,0,
Kansas,Total,,36,5,5,3,0,0,,,,,
Kansas,Cities,,27,3,4,2,0,0,,,,,
Kansas,,Andover,1,0,0,0,0,0,0,0,0,1,"12,937"
Kansas,,Chanute,1,0,0,0,0,0,0,1,0,0,"9,279"
Kansas,,Coffeyville,0,0,0,1,0,0,0,0,1,0,"9,555"
Kansas,,Dodge City,2,0,0,1,0,0,1,1,1,0,"27,997"
Kansas,,Edwardsville,1,0,0,0,0,0,0,1,0,0,"4,377"
Kansas,,El Dorado,1,1,0,0,0,0,2,0,0,0,"12,913"
Kansas,,Elwood,1,0,0,0,0,0,0,0,1,0,"1,181"
Kansas,,Garden City,0,0,1,0,0,0,0,0,0,1,"27,038"
Kansas,,Hays,1,0,0,0,0,0,1,0,0,0,"21,206"
Kansas,,Hiawatha,1,0,0,0,0,0,0,1,0,0,"3,080"
Kansas,,Hutchinson,0,0,1,0,0,0,0,0,1,0,"41,439"
Kansas,,Independence,1,0,0,0,0,0,0,0,1,0,"8,860"
Kansas,,Lenexa,1,0,0,0,0,0,0,0,0,1,"53,376"
Kansas,,Newton,2,0,0,0,0,0,0,0,1,1,"19,226"
Kansas,,Oakley,1,0,0,0,0,0,0,1,0,0,"2,104"
Kansas,,Ottawa,1,0,0,0,0,0,0,0,0,1,"12,334"
Kansas,,Overland Park,2,2,0,0,0,0,2,0,1,1,"189,104"
Kansas,,Pittsburg,1,0,0,0,0,0,0,0,1,0,"20,439"
Kansas,,Pratt,1,0,0,0,0,0,0,1,0,0,"6,854"
Kansas,,Salina,3,0,0,0,0,0,0,0,1,2,"47,805"
Kansas,,Wichita,5,0,2,0,0,0,1,1,3,2,"391,399"
Kansas,Universities and Colleges,,3,0,0,0,0,0,,,,,
Kansas,,"University of Kansas, Medical Center",1,0,0,0,0,0,0,1,0,0,
Kansas,,Washburn University,1,0,0,0,0,0,0,0,0,1,"6,615"
Kansas,,Wichita State University,1,0,0,0,0,0,0,0,1,0,"14,240"
Kansas,Metropolitan Counties,,5,2,1,0,0,0,,,,,
Kansas,,Linn,1,0,0,0,0,0,0,0,0,1,
Kansas,,Riley County Police Department,2,1,1,0,0,0,2,1,1,0,
Kansas,,Shawnee,1,1,0,0,0,0,0,1,0,1,
Kansas,,Wabaunsee,1,0,0,0,0,0,0,0,1,0,
Kansas,Nonmetropolitan Counties,,1,0,0,1,0,0,,,,,
Kansas,,Greeley,0,0,0,1,0,0,0,0,1,0,
Kansas,,Reno,1,0,0,0,0,0,1,0,0,,
Kentucky,Total,,135,43,22,2,1,3,,,,,
Kentucky,Cities,,100,30,19,1,1,3,,,,,
Kentucky,,Alexandria,1,0,0,0,0,0,0,1,0,0,"9,112"
Kentucky,,Ashland,0,1,0,0,0,0,1,0,0,0,"20,987"
Kentucky,,Audubon Park,1,0,0,0,0,0,1,0,0,0,"1,515"
Kentucky,,Bellevue,1,0,1,0,0,0,0,0,0,2,"5,879"
Kentucky,,Benton,0,1,1,0,0,0,0,0,0,2,"4,346"
Kentucky,,Berea,2,1,0,0,0,0,1,0,1,1,"15,135"
Kentucky,,Bowling Green,6,2,3,0,0,0,1,3,4,3,"64,561"
Kentucky,,Cave City,1,0,0,0,0,0,0,1,0,0,"2,411"
Kentucky,,Cloverport,1,0,0,0,0,0,0,0,1,0,"1,157"
Kentucky,,Covington,4,3,3,0,0,0,2,3,3,2,"41,094"
Kentucky,,Cynthiana,1,0,0,0,0,0,1,0,0,0,"6,421"
Kentucky,,Elizabethtown,0,0,1,0,0,0,0,0,0,1,"29,821"
Kentucky,,Elkton,0,1,0,0,0,0,1,0,0,0,"2,181"
Kentucky,,Elsmere,2,0,1,0,0,0,1,1,0,1,"8,563"
Kentucky,,Fort Mitchell,0,0,1,0,0,0,0,0,1,0,"8,334"
Kentucky,,Frankfort,2,1,0,0,0,0,0,1,1,1,"27,926"
Kentucky,,Franklin,2,0,0,0,0,0,0,0,1,1,"8,852"
Kentucky,,Georgetown,3,0,0,0,0,0,1,1,1,0,"33,007"
Kentucky,,Glasgow,1,0,1,0,0,0,0,1,1,0,"14,560"
Kentucky,,Henderson,2,0,0,0,0,0,1,0,0,1,"28,904"
Kentucky,,Highland Heights,0,1,0,0,0,0,0,0,0,1,"7,216"
Kentucky,,Hopkinsville,5,0,0,0,0,0,3,1,0,1,"32,222"
Kentucky,,Lakeside Park-Crestview Hills,0,0,1,0,0,0,0,0,0,1,"6,159"
Kentucky,,Lancaster,1,0,0,0,0,0,1,0,0,0,"3,873"
Kentucky,,Lexington,26,9,4,1,1,0,7,9,14,11,"317,853"
Kentucky,,Louisville Metro,5,3,1,0,0,2,2,1,3,5,"683,825"
Kentucky,,Loyall,1,0,0,0,0,0,0,0,0,1,648
Kentucky,,Madisonville,2,2,0,0,0,0,4,0,0,0,"19,467"
Kentucky,,Mayfield,2,0,0,0,0,0,1,0,1,0,"10,086"
Kentucky,,Mount Washington,3,0,0,0,0,0,1,0,0,2,"14,162"
Kentucky,,Murray,1,1,0,0,0,0,1,1,0,0,"19,182"
Kentucky,,Nicholasville,5,1,0,0,0,0,2,0,3,1,"30,093"
Kentucky,,Owensboro,4,0,0,0,0,0,1,0,0,3,"59,359"
Kentucky,,Paducah,2,1,0,0,0,0,0,1,1,1,"24,836"
Kentucky,,Paris,0,1,0,0,0,0,0,0,1,0,"9,883"
Kentucky,,Radcliff,3,0,0,0,0,1,1,0,2,1,"22,346"
Kentucky,,Richmond,1,0,0,0,0,0,0,0,0,1,"33,965"
Kentucky,,Shelbyville,2,0,0,0,0,0,1,1,0,0,"15,488"
Kentucky,,Shively,0,0,1,0,0,0,0,1,0,0,"15,800"
Kentucky,,Stanton,0,1,0,0,0,0,0,0,1,0,"2,651"
Kentucky,,St. Matthews,3,0,0,0,0,0,0,0,2,1,"18,127"
Kentucky,,Versailles,1,0,0,0,0,0,0,1,0,0,"25,923"
Kentucky,,Winchester,3,0,0,0,0,0,1,0,2,0,"18,461"
Kentucky,Universities and Colleges,,3,1,2,0,0,0,,,,,
Kentucky,,Eastern Kentucky University,1,0,0,0,0,0,0,1,0,0,"16,844"
Kentucky,,Murray State University,0,1,0,0,0,0,0,0,0,1,"10,998"
Kentucky,,University of Kentucky,1,0,0,0,0,0,0,0,0,1,"29,727"
Kentucky,,University of Louisville,0,0,2,0,0,0,1,1,0,0,"21,294"
Kentucky,,Western Kentucky University,1,0,0,0,0,0,0,0,1,0,"20,063"
Kentucky,Metropolitan Counties,,14,4,1,1,0,0,,,,,
Kentucky,,Boone,1,0,1,0,0,0,0,1,1,0,
Kentucky,,Boyd,1,0,0,0,0,0,1,0,0,0,
Kentucky,,Bracken,0,0,0,1,0,0,0,0,0,1,
Kentucky,,Bullitt,4,0,0,0,0,0,0,2,2,0,
Kentucky,,Campbell County Police Department,1,0,0,0,0,0,0,1,0,0,
Kentucky,,Christian,1,0,0,0,0,0,0,0,1,0,
Kentucky,,Daviess,1,1,0,0,0,0,0,0,0,2,
Kentucky,,Hardin,1,0,0,0,0,0,1,0,0,0,
Kentucky,,Jefferson,0,1,0,0,0,0,1,0,0,0,
Kentucky,,Kenton,1,0,0,0,0,0,1,0,0,0,
Kentucky,,Oldham County Police Department,1,0,0,0,0,0,0,0,1,0,
Kentucky,,Pendleton,0,1,0,0,0,0,0,0,0,1,
Kentucky,,Shelby,1,1,0,0,0,0,1,0,1,0,
Kentucky,,Spencer,1,0,0,0,0,0,0,0,1,0,
Kentucky,Nonmetropolitan Counties,,10,1,0,0,0,0,,,,,
Kentucky,,Anderson,1,0,0,0,0,0,0,0,0,1,
Kentucky,,Franklin,1,1,0,0,0,0,0,1,1,0,
Kentucky,,Letcher,1,0,0,0,0,0,1,0,0,0,
Kentucky,,Mason,1,0,0,0,0,0,0,0,0,1,
Kentucky,,McCracken,1,0,0,0,0,0,1,0,0,0,
Kentucky,,McCreary,1,0,0,0,0,0,0,1,0,0,
Kentucky,,Muhlenberg County Police Department,2,0,0,0,0,0,2,0,0,0,
Kentucky,,Nelson,1,0,0,0,0,0,0,0,1,0,
Kentucky,,Wolfe,1,0,0,0,0,0,1,0,0,0,
Kentucky,State Police Agencies,,5,6,0,0,0,0,,,,,
Kentucky,,State Police:,,,,,,,,,,,
Kentucky,,Bowling Green,1,3,0,0,0,0,0,0,2,2,
Kentucky,,Harlan,0,1,0,0,0,0,0,1,0,0,
Kentucky,,Hazard,2,0,0,0,0,0,0,0,1,1,
Kentucky,,Henderson,1,1,0,0,0,0,0,0,2,0,
Kentucky,,Mayfield,1,0,0,0,0,0,0,0,1,0,
Kentucky,,Richmond,0,1,0,0,0,0,1,0,0,0,
Kentucky,Other Agencies,,3,1,0,0,0,0,,,,,
Kentucky,,Fayette County Schools,2,0,0,0,0,0,1,0,0,1,
Kentucky,,Jefferson County School District,1,1,0,0,0,0,1,0,1,0,
Louisiana,Total,,20,3,4,0,0,0,,,,,
Louisiana,Cities,,7,2,2,0,0,0,,,,,
Louisiana,,Baton Rouge,2,0,1,0,0,0,0,0,1,2,"228,389"
Louisiana,,New Orleans,3,2,1,0,0,0,3,1,0,1,"397,208"
Louisiana,,Thibodaux,1,0,0,0,0,0,0,0,1,0,"14,588"
Louisiana,,Westlake,1,0,0,0,0,0,1,0,0,0,"4,626"
Louisiana,Metropolitan Counties,,11,1,2,0,0,0,,,,,
Louisiana,,Bossier,1,0,1,0,0,0,1,0,1,0,
Louisiana,,Caddo,0,1,0,0,0,0,0,0,0,1,
Louisiana,,St. Charles,6,0,0,0,0,0,0,0,6,,
Louisiana,,St. John the Baptist,4,0,1,0,0,0,0,3,2,0,
Louisiana,Nonmetropolitan Counties,,2,0,0,0,0,0,,,,,
Louisiana,,Avoyelles,1,0,0,0,0,0,,,1,,
Louisiana,,Madison,1,0,0,0,0,0,0,0,1,0,
Maine,Total,,21,11,8,0,0,0,,,,,
Maine,Cities,,16,10,6,0,0,0,,,,,
Maine,,Augusta,0,1,1,0,0,0,1,0,1,0,"18,347"
Maine,,Biddeford,0,1,0,0,0,0,0,0,1,0,"21,285"
Maine,,Farmington,0,0,1,0,0,0,0,0,1,0,"7,401"
Maine,,Lewiston,2,0,0,0,0,0,0,1,1,0,"36,126"
Maine,,Lincoln,1,0,0,0,0,0,0,0,0,1,"5,020"
Maine,,Old Orchard Beach,1,0,0,0,0,0,0,0,0,1,"8,807"
Maine,,Portland,6,3,2,0,0,0,2,3,6,0,"67,041"
Maine,,Saco,4,2,0,0,0,0,1,2,1,2,"19,197"
Maine,,Sanford,1,0,1,0,0,0,0,1,0,1,"20,914"
Maine,,Scarborough,0,1,0,0,0,0,0,1,0,0,"19,851"
Maine,,South Portland,0,2,1,0,0,0,0,1,1,1,"25,674"
Maine,,Waterville,1,0,0,0,0,0,0,0,0,1,"16,370"
Maine,Universities and Colleges,,4,1,2,0,0,0,,,,,
Maine,,University of Southern Maine,4,1,2,0,0,0,2,0,3,2,"7,739"
Maine,State Police Agencies,,1,0,0,0,0,0,,,,,
Maine,,"State Police, Kennebec County",1,0,0,0,0,0,1,0,0,0,
Maryland,Total,,24,7,6,0,0,0,,,,,
Maryland,Cities,,2,0,3,0,0,0,,,,,
Maryland,,Baltimore,1,0,2,0,0,0,0,1,2,0,"618,385"
Maryland,,Laurel,1,0,1,0,0,0,0,2,0,0,"26,424"
Maryland,Universities and Colleges,,1,0,0,0,0,0,,,,,
Maryland,,"University of Maryland, College Park",1,0,0,0,0,0,0,0,0,1,"38,140"
Maryland,Metropolitan Counties,,20,6,3,0,0,0,,,,,
Maryland,,Anne Arundel County Police Department,10,5,1,0,0,0,2,1,3,10,
Maryland,,Baltimore County Police Department,1,0,0,0,0,0,0,0,1,0,
Maryland,,Harford,4,0,0,0,0,0,1,1,0,2,
Maryland,,Howard County Police Department,1,0,0,0,0,0,0,,0,1,
Maryland,,Montgomery County Police Department,4,1,2,0,0,0,2,,3,2,
Maryland,State Police Agencies,,0,1,0,0,0,0,,,,,
Maryland,,"State Police, Anne Arundel County",0,1,0,0,0,0,0,0,0,1,
Maryland,Other Agencies,,1,0,0,0,0,0,,,,,
Maryland,,"National Capitol Park Police, Montgomery County",1,0,0,0,0,0,0,1,0,0,
Massachusetts,Total,,212,94,76,8,8,16,,,,,
Massachusetts,Cities,,194,71,65,8,7,16,,,,,
Massachusetts,,Acton,2,0,0,0,0,1,1,2,0,0,"23,770"
Massachusetts,,Andover,2,1,0,0,0,0,1,2,0,0,"35,558"
Massachusetts,,Arlington,9,1,0,1,0,0,2,4,3,1,"45,004"
Massachusetts,,Barnstable,0,0,3,1,0,0,1,0,3,0,"43,974"
Massachusetts,,Belmont,1,0,0,0,0,0,0,0,0,1,"25,637"
Massachusetts,,Beverly,2,1,0,0,0,0,1,1,1,0,"41,303"
Massachusetts,,Billerica,1,1,0,0,0,0,1,0,0,1,"42,965"
Massachusetts,,Boston,75,16,28,1,0,9,29,34,27,30,"673,880"
Massachusetts,,Boxford,0,1,0,0,0,0,0,0,0,1,"8,271"
Massachusetts,,Braintree,6,1,1,0,1,0,3,1,2,1,"37,673"
Massachusetts,,Cambridge,16,6,4,0,0,0,5,7,3,10,"111,030"
Massachusetts,,Chelmsford,0,0,0,0,1,0,0,1,0,0,"35,251"
Massachusetts,,Chelsea,0,1,0,0,0,0,0,0,1,0,"40,096"
Massachusetts,,Chicopee,1,0,0,0,0,0,1,0,0,0,"56,887"
Massachusetts,,Cohasset,1,0,0,0,0,0,0,0,0,1,"8,538"
Massachusetts,,Danvers,0,3,0,0,0,0,0,0,1,2,"27,997"
Massachusetts,,Dartmouth,1,0,0,0,0,0,0,0,1,0,"34,630"
Massachusetts,,Dennis,2,0,0,0,0,0,0,0,1,1,"13,905"
Massachusetts,,Dudley,0,1,0,0,0,0,0,0,0,1,"11,558"
Massachusetts,,Everett,7,1,0,0,0,0,1,0,4,3,"46,754"
Massachusetts,,Fitchburg,0,1,0,0,0,0,0,0,0,1,"40,391"
Massachusetts,,Framingham,3,0,0,0,0,0,1,1,1,0,"71,422"
Massachusetts,,Freetown,1,0,0,0,0,0,0,0,1,0,"9,199"
Massachusetts,,Greenfield,0,0,0,0,1,0,0,0,1,0,"17,456"
Massachusetts,,Haverhill,3,1,2,0,0,0,0,1,1,3,"62,851"
Massachusetts,,Holliston,0,0,1,0,0,0,0,1,0,0,"14,656"
Massachusetts,,Hopkinton,0,2,1,0,0,0,1,2,0,0,"16,960"
Massachusetts,,Lancaster,0,0,1,0,0,0,1,0,0,0,"8,150"
Massachusetts,,Lawrence,0,0,1,0,0,0,0,0,0,1,"80,622"
Massachusetts,,Lenox,0,0,1,0,0,0,0,0,1,0,"4,971"
Massachusetts,,Lexington,1,1,0,0,0,0,0,0,2,0,"33,643"
Massachusetts,,Lowell,0,1,1,0,0,0,1,0,0,1,"111,027"
Massachusetts,,Lynn,5,0,2,0,0,1,2,1,3,1,"92,443"
Massachusetts,,Malden,1,0,2,0,0,0,0,0,2,1,"61,102"
Massachusetts,,Manchester-by-the-Sea,0,0,0,1,0,0,0,0,1,0,"5,387"
Massachusetts,,Mansfield,1,0,0,0,0,0,0,0,0,1,"23,681"
Massachusetts,,Mattapoisett,1,0,0,0,0,0,0,1,0,0,"6,282"
Massachusetts,,Medford,3,0,0,0,0,0,0,0,1,2,"57,367"
Massachusetts,,Methuen,2,1,0,0,0,0,0,0,2,0,"49,912"
Massachusetts,,Milford,1,0,0,0,0,0,0,0,0,1,"28,606"
Massachusetts,,Millbury,0,1,0,0,0,0,1,0,0,0,"13,532"
Massachusetts,,Milton,1,0,1,0,0,0,0,0,2,0,"27,317"
Massachusetts,,Nahant,1,0,1,0,0,0,1,1,0,0,"3,484"
Massachusetts,,Newburyport,1,0,0,0,0,0,0,1,0,0,"18,011"
Massachusetts,,Newton,7,16,0,0,0,1,8,6,4,3,"89,116"
Massachusetts,,Northampton,2,1,1,0,0,0,1,0,2,1,"28,521"
Massachusetts,,Pepperell,0,1,0,0,0,0,0,0,1,0,"12,242"
Massachusetts,,Pittsfield,1,0,0,0,0,0,0,0,0,1,"43,031"
Massachusetts,,Provincetown,0,0,1,0,0,0,0,1,0,0,"2,959"
Massachusetts,,Quincy,3,0,1,0,1,0,1,1,2,1,"93,437"
Massachusetts,,Randolph,3,0,0,0,0,0,0,1,2,0,"33,807"
Massachusetts,,Salem,1,1,3,0,0,0,0,2,3,0,"42,888"
Massachusetts,,Saugus,1,0,0,0,0,0,1,0,0,0,"28,131"
Massachusetts,,Sharon,0,0,0,0,1,0,0,0,0,1,"18,200"
Massachusetts,,Shelburne,0,0,0,1,0,0,0,0,0,1,"1,839"
Massachusetts,,Somerville,6,3,1,1,0,0,2,2,2,5,"80,899"
Massachusetts,,Southbridge,1,0,0,0,0,0,0,0,1,0,"16,819"
Massachusetts,,Springfield,7,0,3,0,0,0,3,1,4,2,"154,102"
Massachusetts,,Stoughton,0,1,0,0,0,0,0,0,1,0,"28,583"
Massachusetts,,Sturbridge,0,0,0,1,0,0,0,1,0,0,"9,520"
Massachusetts,,Sudbury,0,1,0,0,0,0,0,0,0,1,"19,035"
Massachusetts,,Swampscott,0,3,0,0,0,0,0,2,0,1,"14,551"
